6	0	0.31831
6	1	0.31831
6	2	0.31831
6	3	0.31831
6	4	0.31831
6	5	0.31831
6	6	0.31831
6	7	0.31831
6	8	0.31831
6	9	0.31831
6	10	0.31831
6	11	0.31831
6	12	0.31831
6	13	0.31831
6	14	0.31831
6	15	0.31831
6	16	0.31831
6	17	0.31831
6	18	0.31831
6	19	0.31831
6	20	0.31831
6	21	0.31831
6	22	0.31831
6	23	0.31831
6	24	0.31831
6	25	0.31831
6	26	0.31831
6	27	0.31831
6	28	0.31831
6	29	0.31831
6	30	0.31831
6	31	0.31831
6	32	0.31831
6	33	0.31831
6	34	0.31831
6	35	0.31831
7	0	0.31831
7	1	0.31831
7	2	0.31831
7	3	0.31831
7	4	0.31831
7	5	0.31831
7	6	0.31831
7	7	0.31831
7	8	0.31831
7	9	0.31831
7	10	0.31831
7	11	0.31831
7	12	0.31831
7	13	0.31831
7	14	0.31831
7	15	0.31831
7	16	0.31831
7	17	0.31831
7	18	0.31831
7	19	0.31831
7	20	0.31831
7	21	0.31831
7	22	0.31831
7	23	0.31831
7	24	0.31831
7	25	0.31831
7	26	0.31831
7	27	0.31831
7	28	0.31831
7	29	0.31831
7	30	0.31831
7	31	0.31831
7	32	0.31831
7	33	0.31831
7	34	0.31831
7	35	0.31831
8	0	0.31831
8	1	0.31831
8	2	0.31831
8	3	0.31831
8	4	0.31831
8	5	0.31831
8	6	0.31831
8	7	0.31831
8	8	0.31831
8	9	0.31831
8	10	0.31831
8	11	0.31831
8	12	0.31831
8	13	0.31831
8	14	0.31831
8	15	0.31831
8	16	0.31831
8	17	0.31831
8	18	0.31831
8	19	0.31831
8	20	0.31831
8	21	0.31831
8	22	0.31831
8	23	0.31831
8	24	0.31831
8	25	0.31831
8	26	0.31831
8	27	0.31831
8	28	0.31831
8	29	0.31831
8	30	0.31831
8	31	0.31831
8	32	0.31831
8	33	0.31831
8	34	0.31831
8	35	0.31831
